# Time M1 M2 x1 y1 z1 x2 y2 z2 chi_1_x chi_1_y chi_1_z chi_2_x chi_2_y chi_2_z vx1 vy1 vz1 vx2 vy2 vz2
2.5132741228718340e+00 5.0000000000000000e-01 5.0000000000000000e-01 1.9021130325903073e+00 6.1803398874989468e-01 0.0000000000000000e+00 -1.9021130325903073e+00 -6.1803398874989468e-01 0.0000000000000000e+00 2.9470636671034350e-01 -7.2250593128987439e-01 5.4187944846740577e-01 -6.9218609345011417e-01 2.0860402816304810e-01 6.1633008320900573e-01 -7.7254248593736835e-02 2.3776412907378841e-01 0.0000000000000000e+00 7.7254248593736835e-02 -2.3776412907378841e-01 0.0000000000000000e+00
2.7646015351590179e+00 5.0000000000000000e-01 5.0000000000000000e-01 1.8817615379084509e+00 6.7747584049058274e-01 0.0000000000000000e+00 -1.8817615379084509e+00 -6.7747584049058274e-01 0.0000000000000000e+00 2.9470636671034350e-01 -7.2250593128987439e-01 5.4187944846740577e-01 -6.9218609345011417e-01 2.0860402816304810e-01 6.1633008320900573e-01 -8.4684480061322842e-02 2.3522019223855636e-01 0.0000000000000000e+00 8.4684480061322842e-02 -2.3522019223855636e-01 0.0000000000000000e+00
3.0159289474462012e+00 5.0000000000000000e-01 5.0000000000000000e-01 1.8595529717765029e+00 7.3624910536935584e-01 0.0000000000000000e+00 -1.8595529717765029e+00 -7.3624910536935584e-01 0.0000000000000000e+00 2.9470636671034350e-01 -7.2250593128987439e-01 5.4187944846740577e-01 -6.9218609345011417e-01 2.0860402816304810e-01 6.1633008320900573e-01 -9.2031138171169480e-02 2.3244412147206286e-01 0.0000000000000000e+00 9.2031138171169480e-02 -2.3244412147206286e-01 0.0000000000000000e+00
3.2672563597333846e+00 5.0000000000000000e-01 5.0000000000000000e-01 1.8355092513679623e+00 7.9429578126956113e-01 0.0000000000000000e+00 -1.8355092513679623e+00 -7.9429578126956113e-01 0.0000000000000000e+00 2.9470636671034350e-01 -7.2250593128987439e-01 5.4187944846740577e-01 -6.9218609345011417e-01 2.0860402816304810e-01 6.1633008320900573e-01 -9.9286972658695141e-02 2.2943865642099529e-01 0.0000000000000000e+00 9.9286972658695141e-02 -2.2943865642099529e-01 0.0000000000000000e+00
3.5185837720205679e+00 5.0000000000000000e-01 5.0000000000000000e-01 1.8096541049320392e+00 8.5155858313014521e-01 0.0000000000000000e+00 -1.8096541049320392e+00 -8.5155858313014521e-01 0.0000000000000000e+00 2.9470636671034350e-01 -7.2250593128987439e-01 5.4187944846740577e-01 -6.9218609345011417e-01 2.0860402816304810e-01 6.1633008320900573e-01 -1.0644482289126815e-01 2.2620676311650489e-01 0.0000000000000000e+00 1.0644482289126815e-01 -2.2620676311650489e-01 0.0000000000000000e+00
3.7699111843077513e+00 5.0000000000000000e-01 5.0000000000000000e-01 1.7820130483767358e+00 9.0798099947909350e-01 0.0000000000000000e+00 -1.7820130483767358e+00 -9.0798099947909350e-01 0.0000000000000000e+00 2.9470636671034350e-01 -7.2250593128987439e-01 5.4187944846740577e-01 -6.9218609345011417e-01 2.0860402816304810e-01 6.1633008320900573e-01 -1.1349762493488669e-01 2.2275163104709197e-01 0.0000000000000000e+00 1.1349762493488669e-01 -2.2275163104709197e-01 0.0000000000000000e+00
4.0212385965949347e+00 5.0000000000000000e-01 5.0000000000000000e-01 1.7526133600877272e+00 9.6350734820343042e-01 0.0000000000000000e+00 -1.7526133600877272e+00 -9.6350734820343042e-01 0.0000000000000000e+00 2.9470636671034350e-01 -7.2250593128987439e-01 5.4187944846740577e-01 -6.9218609345011417e-01 2.0860402816304810e-01 6.1633008320900573e-01 -1.2043841852542880e-01 2.1907667001096590e-01 0.0000000000000000e+00 1.2043841852542880e-01 -2.1907667001096590e-01 0.0000000000000000e+00
4.2725660088821185e+00 5.0000000000000000e-01 5.0000000000000000e-01 1.7214840540078873e+00 1.0180828315007426e+00 0.0000000000000000e+00 -1.7214840540078873e+00 -1.0180828315007426e+00 0.0000000000000000e+00 2.9470636671034350e-01 -7.2250593128987439e-01 5.4187944846740577e-01 -6.9218609345011417e-01 2.0860402816304810e-01 6.1633008320900573e-01 -1.2726035393759283e-01 2.1518550675098591e-01 0.0000000000000000e+00 1.2726035393759283e-01 -2.1518550675098591e-01 0.0000000000000000e+00
4.5238934211693014e+00 5.0000000000000000e-01 5.0000000000000000e-01 1.6886558510040304e+00 1.0716535899579931e+00 0.0000000000000000e+00 -1.6886558510040304e+00 -1.0716535899579931e+00 0.0000000000000000e+00 2.9470636671034350e-01 -7.2250593128987439e-01 5.4187944846740577e-01 -6.9218609345011417e-01 2.0860402816304810e-01 6.1633008320900573e-01 -1.3395669874474914e-01 2.1108198137550380e-01 0.0000000000000000e+00 1.3395669874474914e-01 -2.1108198137550380e-01 0.0000000000000000e+00
4.7752208334564852e+00 5.0000000000000000e-01 5.0000000000000000e-01 1.6541611485491237e+00 1.1241667557042612e+00 0.0000000000000000e+00 -1.6541611485491237e+00 -1.1241667557042612e+00 0.0000000000000000e+00 2.9470636671034350e-01 -7.2250593128987439e-01 5.4187944846740577e-01 -6.9218609345011417e-01 2.0860402816304810e-01 6.1633008320900573e-01 -1.4052084446303265e-01 2.0677014356864046e-01 0.0000000000000000e+00 1.4052084446303265e-01 -2.0677014356864046e-01 0.0000000000000000e+00
5.0265482457436681e+00 5.0000000000000000e-01 5.0000000000000000e-01 1.6180339887498949e+00 1.1755705045849461e+00 0.0000000000000000e+00 -1.6180339887498949e+00 -1.1755705045849461e+00 0.0000000000000000e+00 2.9470636671034350e-01 -7.2250593128987439e-01 5.4187944846740577e-01 -6.9218609345011417e-01 2.0860402816304810e-01 6.1633008320900573e-01 -1.4694631307311826e-01 2.0225424859373686e-01 0.0000000000000000e+00 1.4694631307311826e-01 -2.0225424859373686e-01 0.0000000000000000e+00
5.2778756580308519e+00 5.0000000000000000e-01 5.0000000000000000e-01 1.5803100247513808e+00 1.2258141073059527e+00 0.0000000000000000e+00 -1.5803100247513808e+00 -1.2258141073059527e+00 0.0000000000000000e+00 2.9470636671034350e-01 -7.2250593128987439e-01 5.4187944846740577e-01 -6.9218609345011417e-01 2.0860402816304810e-01 6.1633008320900573e-01 -1.5322676341324409e-01 1.9753875309392260e-01 0.0000000000000000e+00 1.5322676341324409e-01 -1.9753875309392260e-01 0.0000000000000000e+00
5.5292030703180357e+00 5.0000000000000000e-01 5.0000000000000000e-01 1.5410264855515785e+00 1.2748479794973793e+00 0.0000000000000000e+00 -1.5410264855515785e+00 -1.2748479794973793e+00 0.0000000000000000e+00 2.9470636671034350e-01 -7.2250593128987439e-01 5.4187944846740577e-01 -6.9218609345011417e-01 2.0860402816304810e-01 6.1633008320900573e-01 -1.5935599743717241e-01 1.9262831069394731e-01 0.0000000000000000e+00 1.5935599743717241e-01 -1.9262831069394731e-01 0.0000000000000000e+00
