# i re im
1.965000000000000000e+03 -1.311387230801793926e-08 -2.166415943775040805e-07
1.966000000000000000e+03 -2.785431372837814968e-08 -2.373447199132660254e-07
1.967000000000000000e+03 -4.104769944349263201e-08 -2.470445148355750104e-07
1.968000000000000000e+03 -5.056294384136418511e-08 -2.412309326119148018e-07
1.969000000000000000e+03 -5.407167722398343918e-08 -2.193705317981256938e-07
1.970000000000000000e+03 -5.041823471817122801e-08 -1.860364541287315030e-07
1.971000000000000000e+03 -4.080693286686187031e-08 -1.496632920007953725e-07
1.972000000000000000e+03 -2.887755841454692441e-08 -1.192647349821964737e-07
1.973000000000000000e+03 -1.941546679064019533e-08 -1.008077768324582828e-07
1.974000000000000000e+03 -1.630071742422079208e-08 -9.520214009422274007e-08
1.975000000000000000e+03 -2.087723843358943447e-08 -9.896846546037346709e-08
1.976000000000000000e+03 -3.163416854373545404e-08 -1.069800980680740467e-07
1.977000000000000000e+03 -4.530214063753367707e-08 -1.154970701844073520e-07
1.978000000000000000e+03 -5.857520848664757978e-08 -1.236144171228957075e-07
1.979000000000000000e+03 -6.943641108641408540e-08 -1.324391101974076864e-07
1.980000000000000000e+03 -7.742718229134687614e-08 -1.428028589777013577e-07
1.981000000000000000e+03 -8.301053051253629164e-08 -1.533108919495775522e-07
1.982000000000000000e+03 -8.668431662365515747e-08 -1.602105360898818312e-07
1.983000000000000000e+03 -8.856270450783436367e-08 -1.593402582475568723e-07
1.984000000000000000e+03 -8.862228300226470665e-08 -1.489094542896161613e-07
1.985000000000000000e+03 -8.730265867367532081e-08 -1.312454173386656220e-07
1.986000000000000000e+03 -8.583617954630075760e-08 -1.121599667364267652e-07
1.987000000000000000e+03 -8.593269081059135951e-08 -9.813039924838812107e-08
1.988000000000000000e+03 -8.889479407813063349e-08 -9.288880421589935034e-08
1.989000000000000000e+03 -9.475260917649867648e-08 -9.553561090154256546e-08
1.990000000000000000e+03 -1.020327065714944696e-07 -1.013366189404801301e-07
1.991000000000000000e+03 -1.084504261984470794e-07 -1.047154781207884949e-07
1.992000000000000000e+03 -1.121476351198079322e-07 -1.025012394028880508e-07
1.993000000000000000e+03 -1.127296765520371204e-07 -9.542062229681095567e-08
1.994000000000000000e+03 -1.113856237824668264e-07 -8.699395385629351170e-08
1.995000000000000000e+03 -1.100316522606738043e-07 -8.079367975441601127e-08
1.996000000000000000e+03 -1.100563949343952268e-07 -7.799532297119522684e-08
1.997000000000000000e+03 -1.115802139484804180e-07 -7.685600559095825276e-08
1.998000000000000000e+03 -1.136926978141092369e-07 -7.426336463888721818e-08
1.999000000000000000e+03 -1.154291691498972486e-07 -6.813108926029008306e-08
2.000000000000000000e+03 -1.166392425522680698e-07 -5.891244966712547123e-08
2.001000000000000000e+03 -1.180778986814753624e-07 -4.932279035471532606e-08
2.002000000000000000e+03 -1.206705261318419589e-07 -4.258109712657424799e-08
2.003000000000000000e+03 -1.246417581618215229e-07 -4.043865092168825733e-08
2.004000000000000000e+03 -1.292337235831742221e-07 -4.217657956038033771e-08
2.005000000000000000e+03 -1.332637145902670750e-07 -4.506693325518403210e-08
2.006000000000000000e+03 -1.360054192951727085e-07 -4.584475110823115149e-08
2.007000000000000000e+03 -1.376770378530616756e-07 -4.234400298964456180e-08
2.008000000000000000e+03 -1.391345355095019534e-07 -3.446164835619638091e-08
2.009000000000000000e+03 -1.411015757985230084e-07 -2.410981821600004915e-08
2.010000000000000000e+03 -1.435667973145476793e-07 -1.424114090551814356e-08
2.011000000000000000e+03 -1.458391818138262196e-07 -7.489555350479469556e-09
2.012000000000000000e+03 -1.471295794520404167e-07 -5.052278705382989350e-09
2.013000000000000000e+03 -1.471840012062932397e-07 -6.364856320477712961e-09
2.014000000000000000e+03 -1.464689297990181898e-07 -9.629424289385989941e-09
2.015000000000000000e+03 -1.458712700820803742e-07 -1.283625678635853346e-08
2.016000000000000000e+03 -1.461734149993300942e-07 -1.457797203948738320e-08
2.017000000000000000e+03 -1.476953295001429145e-07 -1.421551301082782729e-08
2.018000000000000000e+03 -1.502243734545681047e-07 -1.141294564530617791e-08
2.019000000000000000e+03 -1.531975048379065581e-07 -5.620297881582390914e-09
2.020000000000000000e+03 -1.559441703199307941e-07 3.952128920910283134e-09
2.021000000000000000e+03 -1.579242623135831670e-07 1.770035096128857837e-08
2.022000000000000000e+03 -1.588805355333123112e-07 3.482613889450226970e-08
2.023000000000000000e+03 -1.589063248066235905e-07 5.301338818612228595e-08
2.024000000000000000e+03 -1.583507561721519833e-07 6.899866254200570183e-08
2.025000000000000000e+03 -1.576169884027178284e-07 7.977123140781811847e-08
2.026000000000000000e+03 -1.569346982848393247e-07 8.378598835914023863e-08
2.027000000000000000e+03 -1.562920141270734498e-07 8.152301252315856949e-08
2.028000000000000000e+03 -1.555368426544655200e-07 7.522715383139858685e-08
2.029000000000000000e+03 -1.545810124428965777e-07 6.804323568115533664e-08
2.030000000000000000e+03 -1.534851949142978617e-07 6.305360142957314157e-08
2.031000000000000000e+03 -1.523743379373584397e-07 6.254400908408811088e-08
2.032000000000000000e+03 -1.512284236721377251e-07 6.767229482641159249e-08
2.033000000000000000e+03 -1.497726118509550727e-07 7.844024308330626044e-08
2.034000000000000000e+03 -1.475503210236691917e-07 9.388571488428971054e-08
2.035000000000000000e+03 -1.441765381180397582e-07 1.123444471046675670e-07
2.036000000000000000e+03 -1.395617555171649927e-07 1.317600412478912063e-07
2.037000000000000000e+03 -1.339887407693142393e-07 1.499666903943856830e-07
2.038000000000000000e+03 -1.279666070808457222e-07 1.649867854817943070e-07
2.039000000000000000e+03 -1.220041330898286029e-07 1.753128381574047390e-07
2.040000000000000000e+03 -1.163989104678012752e-07 1.802110801076210653e-07
2.041000000000000000e+03 -1.111725951153831182e-07 1.799358150091979254e-07
2.042000000000000000e+03 -1.061142225401870344e-07 1.757892610422482635e-07
2.043000000000000000e+03 -1.009162327436594281e-07 1.698937896255429650e-07
2.044000000000000000e+03 -9.529045778210200057e-08 1.647334166527682937e-07
2.045000000000000000e+03 -8.906208478639995390e-08 1.625503273608184113e-07
2.046000000000000000e+03 -8.218121358008706448e-08 1.648395981423357704e-07
2.047000000000000000e+03 -7.470737515124828653e-08 1.720610921731038990e-07
2.048000000000000000e+03 -6.674612998327797085e-08 1.836662541229944712e-07
2.049000000000000000e+03 -5.840999234362674374e-08 1.983186893341734243e-07
2.050000000000000000e+03 -4.977701844115615520e-08 2.142266146225077592e-07
2.051000000000000000e+03 -4.089208706038420235e-08 2.294314326169791597e-07
2.052000000000000000e+03 -3.175444042268907030e-08 2.420691005862567689e-07
2.053000000000000000e+03 -2.232924705094308629e-08 2.505829469242897675e-07
2.054000000000000000e+03 -1.253811380288745861e-08 2.539670868268186727e-07
2.055000000000000000e+03 -2.290368430793804348e-09 2.519814863301107634e-07
2.056000000000000000e+03 8.482781950449519459e-09 2.453140467305052784e-07
2.057000000000000000e+03 1.975740659923324666e-08 2.355388806747217400e-07
2.058000000000000000e+03 3.139408718108225804e-08 2.248606582499213272e-07
2.059000000000000000e+03 4.315028051974346219e-08 2.156202110391416759e-07
2.060000000000000000e+03 5.477220392405795868e-08 2.097374185654032024e-07
2.061000000000000000e+03 6.607080730835397786e-08 2.082210246256179028e-07
2.062000000000000000e+03 7.697808716024983318e-08 2.109551423721965847e-07
2.063000000000000000e+03 8.751473842957604378e-08 2.167763677588560924e-07
2.064000000000000000e+03 9.774725958831088420e-08 2.238291417053773747e-07
2.065000000000000000e+03 1.077346598666207285e-07 2.300002306541041027e-07
2.066000000000000000e+03 1.175398209146151794e-07 2.333448774204774847e-07
2.067000000000000000e+03 1.272349908570371517e-07 2.323855976900372114e-07
2.068000000000000000e+03 1.369119029803448859e-07 2.263539196937297913e-07
2.069000000000000000e+03 1.466347399651276790e-07 2.153469777344168979e-07
2.070000000000000000e+03 1.564183097648170978e-07 2.004131977038404485e-07
2.071000000000000000e+03 1.662111036603228064e-07 1.834163139082492127e-07
2.072000000000000000e+03 1.759349843878604513e-07 1.666653755304454374e-07
2.073000000000000000e+03 1.855021278551375436e-07 1.523151769816872846e-07
2.074000000000000000e+03 1.948324617284024743e-07 1.417862903059779629e-07
2.075000000000000000e+03 2.038199861516040316e-07 1.353846342637308948e-07
2.076000000000000000e+03 2.123327295324573473e-07 1.323198581478639450e-07
2.077000000000000000e+03 2.202166809345568846e-07 1.310333442691241618e-07
2.078000000000000000e+03 2.273482647478805775e-07 1.297203523234262754e-07
2.079000000000000000e+03 2.336515913978645626e-07 1.267890017589765816e-07
2.080000000000000000e+03 2.391184270868341100e-07 1.211743857191634678e-07
2.081000000000000000e+03 2.437867190103618046e-07 1.124152323280220178e-07
2.082000000000000000e+03 2.477497391981790127e-07 1.006088273979454412e-07
2.083000000000000000e+03 2.511451054523791746e-07 8.627328991896356464e-08
2.084000000000000000e+03 2.541572766095229627e-07 7.023040975104046580e-08
2.085000000000000000e+03 2.569528089293421064e-07 5.346067382717599000e-08
2.086000000000000000e+03 2.596064085095424895e-07 3.697631123331744505e-08
2.087000000000000000e+03 2.620014549342878465e-07 2.164866083156400307e-08
2.088000000000000000e+03 2.638245363670824065e-07 8.075544683454512800e-09
2.089000000000000000e+03 2.646390199785417550e-07 -3.525129892511381894e-09
2.090000000000000000e+03 2.640805335667008760e-07 -1.330544820093922351e-08
2.091000000000000000e+03 2.620388768930108303e-07 -2.173391612765159834e-08
2.092000000000000000e+03 2.587762921441277789e-07 -2.947506063912526613e-08
2.093000000000000000e+03 2.548597394838183902e-07 -3.729115346879490967e-08
2.094000000000000000e+03 2.509801616502134498e-07 -4.591538234264820714e-08
2.095000000000000000e+03 2.476903609447580488e-07 -5.596102939487752862e-08
2.096000000000000000e+03 2.452328203972550031e-07 -6.781103874575625158e-08
2.097000000000000000e+03 2.434590540077234520e-07 -8.156336605236188742e-08
2.098000000000000000e+03 2.418914303668028566e-07 -9.697284095820719236e-08
2.099000000000000000e+03 2.398195329646170907e-07 -1.134417406981172370e-07
2.100000000000000000e+03 2.364529074784960984e-07 -1.299990186801129131e-07
2.101000000000000000e+03 2.310697042504054406e-07 -1.453737652328784837e-07
2.102000000000000000e+03 2.232239968298359017e-07 -1.581634942433032560e-07
2.103000000000000000e+03 2.129166332347135630e-07 -1.671873394355651854e-07
2.104000000000000000e+03 2.007148826082162725e-07 -1.718872290750207480e-07
2.105000000000000000e+03 1.876733684181416002e-07 -1.726769286401650107e-07
2.106000000000000000e+03 1.750970644936968757e-07 -1.709911376392197330e-07
2.107000000000000000e+03 1.641562235103936711e-07 -1.690113049099000186e-07
2.108000000000000000e+03 1.555487619116929463e-07 -1.690749835643349482e-07
2.109000000000000000e+03 1.492790684638580371e-07 -1.730306531494228005e-07
2.110000000000000000e+03 1.446765923317226609e-07 -1.816906800302126191e-07
2.111000000000000000e+03 1.405746934825146456e-07 -1.945985516508777920e-07
2.112000000000000000e+03 1.356450789857609692e-07 -2.100854028536922084e-07
2.113000000000000000e+03 1.287320149010488624e-07 -2.256376696956423406e-07
2.114000000000000000e+03 1.191666263632920779e-07 -2.384160999236766944e-07
2.115000000000000000e+03 1.069250425138411221e-07 -2.458931045314903280e-07
2.116000000000000000e+03 9.264914405707402387e-08 -2.464383877823817287e-07
2.117000000000000000e+03 7.746491314395992097e-08 -2.398059768339648062e-07
2.118000000000000000e+03 6.271245215041907322e-08 -2.273344072151513284e-07
2.119000000000000000e+03 4.960402420737765345e-08 -2.118337152097577448e-07
2.120000000000000000e+03 3.895419608947127186e-08 -1.970556164485527801e-07
2.121000000000000000e+03 3.096834154772690300e-08 -1.868820467086561395e-07
2.122000000000000000e+03 2.519297096433250802e-08 -1.843353598722443746e-07
2.123000000000000000e+03 2.058811292172119714e-08 -1.907358572255420359e-07
2.124000000000000000e+03 1.579757180970481322e-08 -2.052007388478515663e-07
2.125000000000000000e+03 9.510215760765655329e-09 -2.247302803229887882e-07
2.126000000000000000e+03 8.740964491871463793e-10 -2.448190606286994279e-07
2.127000000000000000e+03 -1.024508659769701128e-08 -2.604977109382427136e-07
2.128000000000000000e+03 -2.320223648774703565e-08 -2.674544802384917892e-07
2.129000000000000000e+03 -3.679092820036392834e-08 -2.630261326164599825e-07
2.130000000000000000e+03 -4.958448005043845287e-08 -2.467861369064604222e-07
2.131000000000000000e+03 -6.033691966626281878e-08 -2.207172888887259367e-07
2.132000000000000000e+03 -6.826131052178128644e-08 -1.888951048973817289e-07
2.133000000000000000e+03 -7.320148942235831012e-08 -1.568017401841308411e-07
2.134000000000000000e+03 -7.561890599404063370e-08 -1.302871403919788551e-07
2.135000000000000000e+03 -7.647997644216993863e-08 -1.144097566464531946e-07
2.136000000000000000e+03 -7.700129752079248467e-08 -1.123123920522533957e-07
2.137000000000000000e+03 -7.836956921163896852e-08 -1.244730027282865642e-07
2.138000000000000000e+03 -8.143747738468301709e-08 -1.484701344254552411e-07
2.139000000000000000e+03 -8.655060960693320278e-08 -1.794136429054692666e-07
2.140000000000000000e+03 -9.349033526789900778e-08 -2.108653082475704009e-07
2.141000000000000000e+03 -1.016071290388689483e-07 -2.360895847836425018e-07
2.142000000000000000e+03 -1.100179061894705792e-07 -2.492789112147452850e-07
2.143000000000000000e+03 -1.178625709023911328e-07 -2.465988410559140501e-07
2.144000000000000000e+03 -1.244792639376141083e-07 -2.268338055012150827e-07
2.145000000000000000e+03 -1.295351080792458312e-07 -1.916535331664370277e-07
2.146000000000000000e+03 -1.330308873549553064e-07 -1.454168428198942436e-07
2.147000000000000000e+03 -1.352632722904339316e-07 -9.460793126242095528e-08
2.148000000000000000e+03 -1.366893370243151847e-07 -4.686555694321660394e-08
2.149000000000000000e+03 -1.377991742492896558e-07 -9.771540594295576103e-09
2.150000000000000000e+03 -1.389637514973252533e-07 1.051649139434126816e-08
2.151000000000000000e+03 -1.403767934474319233e-07 1.046804507208316815e-08
2.152000000000000000e+03 -1.420401600692348764e-07 -9.972736331980033010e-09
2.153000000000000000e+03 -1.438586940415926460e-07 -4.720113001776074104e-08
2.154000000000000000e+03 -1.457233479994538018e-07 -9.444897610404696615e-08
2.155000000000000000e+03 -1.476082149659342602e-07 -1.429695357972143039e-07
2.156000000000000000e+03 -1.495733267647947600e-07 -1.835848335096229468e-07
2.157000000000000000e+03 -1.517493524898479124e-07 -2.083406732896747901e-07
2.158000000000000000e+03 -1.542527828766792343e-07 -2.118623295416013340e-07
2.159000000000000000e+03 -1.571420168311417856e-07 -1.922691747454427622e-07
2.160000000000000000e+03 -1.603594117211738259e-07 -1.514767173959436515e-07
2.161000000000000000e+03 -1.637487147713279623e-07 -9.498164699585446168e-08
2.162000000000000000e+03 -1.670676986028697318e-07 -3.109707076227700375e-08
2.163000000000000000e+03 -1.700652987376263372e-07 3.022657158167515591e-08
2.164000000000000000e+03 -1.725216945435217355e-07 7.899783566998898008e-08
2.165000000000000000e+03 -1.743118001451953125e-07 1.069428751445055446e-07
2.166000000000000000e+03 -1.754077491929266240e-07 1.092110744185216409e-07
2.167000000000000000e+03 -1.759020834358118111e-07 8.554532865430030265e-08
2.168000000000000000e+03 -1.759759502495666286e-07 4.062531303922762309e-08
2.169000000000000000e+03 -1.758944680385243061e-07 -1.669575714142304092e-08
2.170000000000000000e+03 -1.759433022628855289e-07 -7.507529987228502595e-08
2.171000000000000000e+03 -1.763926152349282305e-07 -1.229810970435923015e-07
2.172000000000000000e+03 -1.774218095507797932e-07 -1.509519676457231796e-07
2.173000000000000000e+03 -1.791088222690481395e-07 -1.533563424871552866e-07
2.174000000000000000e+03 -1.814099111883329344e-07 -1.292169288852474360e-07
2.175000000000000000e+03 -1.841999986570885760e-07 -8.213159949911522138e-08
2.176000000000000000e+03 -1.872735800862151675e-07 -1.938327135569372427e-08
2.177000000000000000e+03 -1.903753815709163941e-07 4.938486006279898652e-08
2.178000000000000000e+03 -1.931765287069106608e-07 1.137532442801558938e-07
2.179000000000000000e+03 -1.953049109661056149e-07 1.641032655240945742e-07
2.180000000000000000e+03 -1.963662357514625689e-07 1.931497789629250484e-07
2.181000000000000000e+03 -1.960469678312245542e-07 1.971796518097944944e-07
2.182000000000000000e+03 -1.941999679182721947e-07 1.768558225167638377e-07
2.183000000000000000e+03 -1.909603798331049288e-07 1.372482966072874193e-07
2.184000000000000000e+03 -1.867620550687185152e-07 8.703451590978073677e-08
2.185000000000000000e+03 -1.823040768637682009e-07 3.684677641831082790e-08
2.186000000000000000e+03 -1.783790332571546758e-07 -2.812873373587973606e-09
2.187000000000000000e+03 -1.756914677407777542e-07 -2.367356541414014422e-08
2.188000000000000000e+03 -1.746395870801488166e-07 -2.121048542238669224e-08
2.189000000000000000e+03 -1.752107947419529650e-07 4.671611752844348114e-09
2.190000000000000000e+03 -1.769350008135937433e-07 4.993970940826502906e-08
2.191000000000000000e+03 -1.789812498628381152e-07 1.074291731864129406e-07
2.192000000000000000e+03 -1.802880592478622040e-07 1.683004684595415742e-07
2.193000000000000000e+03 -1.797846663207285996e-07 2.235488898702727320e-07
2.194000000000000000e+03 -1.765892890356409859e-07 2.654493425378906244e-07
2.195000000000000000e+03 -1.702431052115178464e-07 2.887172647417518691e-07
2.196000000000000000e+03 -1.608414088644041919e-07 2.913730101324290033e-07
2.197000000000000000e+03 -1.490958933318434041e-07 2.750774416777622871e-07
2.198000000000000000e+03 -1.361934972019785899e-07 2.448886053584464893e-07
2.199000000000000000e+03 -1.235492535969559008e-07 2.082873469945666334e-07
2.200000000000000000e+03 -1.124266549902315502e-07 1.736995009628174672e-07
2.201000000000000000e+03 -1.036219606360032252e-07 1.487473959176250754e-07
2.202000000000000000e+03 -9.723453217070963701e-08 1.387577779627489927e-07
2.203000000000000000e+03 -9.267938942151508087e-08 1.458026833522810427e-07
2.204000000000000000e+03 -8.884590449392106750e-08 1.685517942559411231e-07
2.205000000000000000e+03 -8.442674407276382602e-08 2.027845078227045040e-07
2.206000000000000000e+03 -7.822120646151728556e-08 2.424350792317002863e-07
2.207000000000000000e+03 -6.941634086228853361e-08 2.808027511303055898e-07
2.208000000000000000e+03 -5.769873673213104985e-08 3.117955850825466412e-07
2.209000000000000000e+03 -4.328807150390728841e-08 3.309430724514399709e-07
2.210000000000000000e+03 -2.682718020824421186e-08 3.361528953419683457e-07
2.211000000000000000e+03 -9.253672372656730385e-09 3.279984750195322084e-07
2.212000000000000000e+03 8.413127299868451656e-09 3.095493122686713416e-07
2.213000000000000000e+03 2.524942217237197123e-08 2.856332419890036116e-07
2.214000000000000000e+03 4.063281176344643892e-08 2.617597605131405655e-07
2.215000000000000000e+03 5.433783327516805924e-08 2.428759603629433188e-07
2.216000000000000000e+03 6.657838534875828139e-08 2.323798435754867376e-07
2.217000000000000000e+03 7.789124595884868911e-08 2.315383862618574984e-07
2.218000000000000000e+03 8.898983185144236306e-08 2.394953851301908518e-07
2.219000000000000000e+03 1.005504350653582534e-07 2.536683921745260678e-07
2.220000000000000000e+03 1.130808923960344737e-07 2.704399539799298953e-07
2.221000000000000000e+03 1.268020458710241535e-07 2.858539004391630196e-07
2.222000000000000000e+03 1.416433254138240419e-07 2.963178622285563519e-07
2.223000000000000000e+03 1.572425236928732063e-07 2.991775140519747800e-07
2.224000000000000000e+03 1.730446806394068309e-07 2.932272335468577658e-07
2.225000000000000000e+03 1.884017070538792011e-07 2.789545967215619989e-07
2.226000000000000000e+03 2.027554887017698555e-07 2.584978297158672002e-07
2.227000000000000000e+03 2.157626508245601031e-07 2.351392065744981690e-07
2.228000000000000000e+03 2.274065936046386656e-07 2.125125707549720799e-07
2.229000000000000000e+03 2.379577346668404589e-07 1.936511641905171692e-07
2.230000000000000000e+03 2.478839740347588272e-07 1.802842055335487045e-07
2.231000000000000000e+03 2.576541111878913542e-07 1.725063284889662016e-07
2.232000000000000000e+03 2.676001390794033189e-07 1.689776198333232562e-07
2.233000000000000000e+03 2.777881753039931882e-07 1.674163124750232123e-07
2.234000000000000000e+03 2.880189704202993665e-07 1.652715040476790081e-07
2.235000000000000000e+03 2.978470509690901596e-07 1.602717166924808503e-07
2.236000000000000000e+03 3.067019397008141555e-07 1.508607778934201260e-07
2.237000000000000000e+03 3.139897194879660535e-07 1.364006145872141216e-07
2.238000000000000000e+03 3.192666709263581288e-07 1.172624253434104118e-07
2.239000000000000000e+03 3.223582242644219799e-07 9.468832038243335408e-08
2.240000000000000000e+03 3.234814344783752467e-07 7.051606806804705631e-08
2.241000000000000000e+03 3.232162603091001009e-07 4.668649684490811009e-08
2.242000000000000000e+03 3.224037151858544388e-07 2.475586270871068271e-08
2.243000000000000000e+03 3.218856811723690694e-07 5.472769477478210938e-09
2.244000000000000000e+03 3.222664302304231968e-07 -1.131610391173609668e-08
2.245000000000000000e+03 3.236859384014892669e-07 -2.649795034394885287e-08
2.246000000000000000e+03 3.257848756815998937e-07 -4.124120873681893786e-08
2.247000000000000000e+03 3.277741550658928243e-07 -5.655205256596625852e-08
2.248000000000000000e+03 3.286762348856658549e-07 -7.291027464624489591e-08
2.249000000000000000e+03 3.275608276314864468e-07 -9.019644918735993914e-08
2.250000000000000000e+03 3.238096969297390390e-07 -1.077871608089092341e-07
2.251000000000000000e+03 3.172451424426049088e-07 -1.248463103305396965e-07
2.252000000000000000e+03 3.082054579752786219e-07 -1.405875907111013742e-07
2.253000000000000000e+03 2.974484325499066898e-07 -1.545362535134992911e-07
2.254000000000000000e+03 2.859981611048303786e-07 -1.666316286556241013e-07
2.255000000000000000e+03 2.748583978913519042e-07 -1.772712536738351352e-07
2.256000000000000000e+03 2.647604650245475334e-07 -1.871772763375819945e-07
2.257000000000000000e+03 2.559184898544545468e-07 -1.972084400614926955e-07
2.258000000000000000e+03 2.479812556871833519e-07 -2.080400591841363379e-07
2.259000000000000000e+03 2.401148027585441559e-07 -2.199132251572271168e-07
2.260000000000000000e+03 2.313105064165428055e-07 -2.324470493263368957e-07
2.261000000000000000e+03 2.207121741518068534e-07 -2.447256274570896443e-07
2.262000000000000000e+03 2.079435358734614139e-07 -2.555582623178307321e-07
2.263000000000000000e+03 1.932101959566502473e-07 -2.639343730764289369e-07
2.264000000000000000e+03 1.772443928410052901e-07 -2.693804698822103857e-07
2.265000000000000000e+03 1.610246162797539499e-07 -2.721720166222981545e-07
2.266000000000000000e+03 1.454878450537364376e-07 -2.732071987368575151e-07
2.267000000000000000e+03 1.312382773179352454e-07 -2.737176519102503456e-07
2.268000000000000000e+03 1.184389727623574560e-07 -2.748427094695368569e-07
2.269000000000000000e+03 1.067823836062430491e-07 -2.773422397209670117e-07
2.270000000000000000e+03 9.562826662757375141e-08 -2.814113839680389267e-07
2.271000000000000000e+03 8.415480377630404336e-08 -2.867145290462595089e-07
2.272000000000000000e+03 7.160628420859045003e-08 -2.924635578841363242e-07
2.273000000000000000e+03 5.748907084009988526e-08 -2.976121785422333182e-07
2.274000000000000000e+03 4.178437037182322841e-08 -3.010258215455736807e-07
2.275000000000000000e+03 2.499742894050585157e-08 -3.017483134644822497e-07
2.276000000000000000e+03 8.100420331891756327e-09 -2.992171877408817876e-07
2.277000000000000000e+03 -7.754539955203806849e-09 -2.934834206422648199e-07
2.278000000000000000e+03 -2.156608583497111866e-08 -2.852283726248852071e-07
2.279000000000000000e+03 -3.285069816867181203e-08 -2.756556840590617896e-07
2.280000000000000000e+03 -4.179525276966988020e-08 -2.661634158045487350e-07
2.281000000000000000e+03 -4.923897738381617604e-08 -2.580231037003001693e-07
2.282000000000000000e+03 -5.638478504747095496e-08 -2.520651944430953125e-07
2.283000000000000000e+03 -6.445615300204468863e-08 -2.485807663466913190e-07
2.284000000000000000e+03 -7.430730084029189636e-08 -2.473180171189138705e-07
2.285000000000000000e+03 -8.621199719711557200e-08 -2.476394131311951870e-07
2.286000000000000000e+03 -9.976421877505537215e-08 -2.486372453736732370e-07
2.287000000000000000e+03 -1.140132931010620229e-07 -2.492902895023600146e-07
2.288000000000000000e+03 -1.276750212984728445e-07 -2.485357084296744254e-07
2.289000000000000000e+03 -1.394822273258297329e-07 -2.454168959138900480e-07
2.290000000000000000e+03 -1.484797582543437305e-07 -2.392043389327256138e-07
2.291000000000000000e+03 -1.543066705709823163e-07 -2.296028083540435854e-07
2.292000000000000000e+03 -1.572723653659801536e-07 -2.168607794922551737e-07
2.293000000000000000e+03 -1.583128088628367966e-07 -2.018468287619320555e-07
2.294000000000000000e+03 -1.587160200705308946e-07 -1.859201768050424169e-07
2.295000000000000000e+03 -1.598045711716770343e-07 -1.707301828815959340e-07
2.296000000000000000e+03 -1.625507605801475700e-07 -1.578708044798500161e-07
2.297000000000000000e+03 -1.673570700061848991e-07 -1.486020666292408686e-07
2.298000000000000000e+03 -1.739532646838942965e-07 -1.435738307385111170e-07
2.299000000000000000e+03 -1.815518253238172386e-07 -1.427163114213436046e-07
2.300000000000000000e+03 -1.890892100094764201e-07 -1.451664977961035501e-07
2.301000000000000000e+03 -1.955821605600192298e-07 -1.493574782096128534e-07
2.302000000000000000e+03 -2.003627460823489243e-07 -1.531480282731229266e-07
2.303000000000000000e+03 -2.032437470690177521e-07 -1.541482579479109094e-07
2.304000000000000000e+03 -2.044682264941516372e-07 -1.501088881078907175e-07
2.305000000000000000e+03 -2.046033500267593539e-07 -1.394530263705516223e-07
2.306000000000000000e+03 -2.043122025090552620e-07 -1.216992165529922882e-07
2.307000000000000000e+03 -2.041925358190556754e-07 -9.777133888435933774e-08
2.308000000000000000e+03 -2.046000818077793180e-07 -6.995594472358004245e-08
2.309000000000000000e+03 -2.056168451643565536e-07 -4.162061398970822739e-08
2.310000000000000000e+03 -2.070552085304654314e-07 -1.662122885374741081e-08
2.311000000000000000e+03 -2.086214128578516075e-07 1.348288784936345525e-09
2.312000000000000000e+03 -2.100683690497482970e-07 9.474630892533365138e-09
2.313000000000000000e+03 -2.113936654823069618e-07 6.368790107040511303e-09
2.314000000000000000e+03 -2.128687135894869313e-07 -7.514765127848710551e-09
2.315000000000000000e+03 -2.149838304072202281e-07 -2.979664729541611623e-08
2.316000000000000000e+03 -2.182009313620681747e-07 -5.634130463660199686e-08
2.317000000000000000e+03 -2.227341925957659136e-07 -8.182522045891070863e-08
2.318000000000000000e+03 -2.283326790330878705e-07 -1.005185505333585652e-07
2.319000000000000000e+03 -2.342715456290263987e-07 -1.073103279021537166e-07
2.320000000000000000e+03 -2.394391240491017363e-07 -9.867804916774670695e-08
2.321000000000000000e+03 -2.426151039649813938e-07 -7.355699471267927403e-08
2.322000000000000000e+03 -2.427444375150250594e-07 -3.378284415082490548e-08
2.323000000000000000e+03 -2.392816809005747622e-07 1.591121494710559994e-08
2.324000000000000000e+03 -2.324083866275768978e-07 6.856893729967549866e-08
2.325000000000000000e+03 -2.231883042143957559e-07 1.161622087158029979e-07
2.326000000000000000e+03 -2.134622419126691432e-07 1.511551610277843558e-07
2.327000000000000000e+03 -2.055874233280206812e-07 1.680129836719078547e-07
2.328000000000000000e+03 -2.019106653585811442e-07 1.644368863383960305e-07
2.329000000000000000e+03 -2.042012811143677949e-07 1.418968479621668445e-07
2.330000000000000000e+03 -2.130553684869294984e-07 1.054835106496821083e-07
2.331000000000000000e+03 -2.275716709708284952e-07 6.298807338051272478e-08
2.332000000000000000e+03 -2.452854524066253273e-07 2.353656698797760995e-08
2.333000000000000000e+03 -2.625566190245338403e-07 -4.111482963371457798e-09
2.334000000000000000e+03 -2.752393977677069929e-07 -1.316541932826574960e-08
2.335000000000000000e+03 -2.796411809862494563e-07 -1.658185668423672496e-10
2.336000000000000000e+03 -2.734271656057648438e-07 3.430282646483217684e-08
2.337000000000000000e+03 -2.563746787059992494e-07 8.560665784198707277e-08
2.338000000000000000e+03 -2.306269468046417876e-07 1.459825813718751311e-07
2.339000000000000000e+03 -2.004548135746787019e-07 2.060981442561521764e-07
2.340000000000000000e+03 -1.713881323150890581e-07 2.570481385329572705e-07
