case,method,resolution,x1,raw_value,plotted_value,analytic_value
hydro_viscosity,explicit,256,-4.23828125,4.901878791539123e-08,4.901878791539123e-08,4.902147462021628e-08
hydro_viscosity,explicit,256,-4.19921875,4.9924652638310166e-08,4.9924652638310166e-08,4.9927352882519e-08
hydro_viscosity,explicit,256,-4.16015625,5.083863890507859e-08,5.083863890507859e-08,5.0841350581894374e-08
hydro_viscosity,explicit,256,-4.12109375,5.176058263263749e-08,5.176058263263749e-08,5.176330362477036e-08
hydro_viscosity,explicit,256,-4.08203125,5.269031266411678e-08,5.269031266411678e-08,5.26930408452368e-08
hydro_viscosity,explicit,256,-4.04296875,5.362765075768232e-08,5.362765075768232e-08,5.3630383993917113e-08
hydro_viscosity,explicit,256,-4.00390625,5.457241158124027e-08,5.457241158124027e-08,5.457514773269714e-08
hydro_viscosity,explicit,256,-3.96484375,5.552440271310983e-08,5.552440271310983e-08,5.552713963542143e-08
hydro_viscosity,explicit,256,-3.92578125,5.648342464876939e-08,5.648342464876939e-08,5.648616019466266e-08
hydro_viscosity,explicit,256,-3.88671875,5.7449270813776634e-08,5.7449270813776634e-08,5.745200283466403e-08
hydro_viscosity,explicit,256,-3.84765625,5.842172758295676e-08,5.842172758295676e-08,5.842445393054908e-08
hydro_viscosity,explicit,256,-3.80859375,5.940057430594753e-08,5.940057430594753e-08,5.940329283388758e-08
hydro_viscosity,explicit,256,-3.76953125,6.038558333918363e-08,6.038558333918363e-08,6.038829190469967e-08
hydro_viscosity,explicit,256,-3.73046875,6.137652008439663e-08,6.137652008439663e-08,6.13792165499748e-08
hydro_viscosity,explicit,256,-3.69140625,6.237314303370024e-08,6.237314303370024e-08,6.237582526877454e-08
hydro_viscosity,explicit,256,-3.65234375,6.337520382132358e-08,6.337520382132358e-08,6.33778697039828e-08
hydro_viscosity,explicit,256,-3.61328125,6.438244728204906e-08,6.438244728204906e-08,6.438509470075896e-08
hydro_viscosity,explicit,256,-3.57421875,6.53946115164034e-08,6.53946115164034e-08,6.539723837174316e-08
hydro_viscosity,explicit,256,-3.53515625,6.641142796264355e-08,6.641142796264355e-08,6.641403216905499e-08
hydro_viscosity,explicit,256,-3.49609375,6.743262147557195e-08,6.743262147557195e-08,6.743520096312021e-08
hydro_viscosity,explicit,256,-3.45703125,6.845791041220749e-08,6.845791041220749e-08,6.846046312835146e-08
hydro_viscosity,explicit,256,-3.41796875,6.948700672433104e-08,6.948700672433104e-08,6.948953063570233e-08
hydro_viscosity,explicit,256,-3.37890625,7.051961605791655e-08,7.051961605791655e-08,7.052210915210491e-08
hydro_viscosity,explicit,256,-3.33984375,7.155543785945027e-08,7.155543785945027e-08,7.155789814679433e-08
hydro_viscosity,explicit,256,-3.30078125,7.259416548913315e-08,7.259416548913315e-08,7.259659100451405e-08
hydro_viscosity,explicit,256,-3.26171875,7.363548634095222e-08,7.363548634095222e-08,7.36378751455888e-08
hydro_viscosity,explicit,256,-3.22265625,7.467908196959937e-08,7.467908196959937e-08,7.46814321528428e-08
hydro_viscosity,explicit,256,-3.18359375,7.572462822420626e-08,7.572462822420626e-08,7.572693790533238e-08
hydro_viscosity,explicit,256,-3.14453125,7.677179538885703e-08,7.677179538885703e-08,7.677406271885395e-08
hydro_viscosity,explicit,256,-3.10546875,7.782024832983019e-08,7.782024832983019e-08,7.782247149317954e-08
hydro_viscosity,explicit,256,-3.06640625,7.886964664951336e-08,7.886964664951336e-08,7.887182386596296e-08
hydro_viscosity,explicit,256,-3.02734375,7.991964484692598e-08,7.991964484692598e-08,7.992177437325147e-08
hydro_viscosity,explicit,256,-2.98828125,8.096989248477506e-08,8.096989248477506e-08,8.09719726165287e-08
hydro_viscosity,explicit,256,-2.94921875,8.20200343629615e-08,8.20200343629615e-08,8.202206343620572e-08
hydro_viscosity,explicit,256,-2.91015625,8.306971069844551e-08,8.306971069844551e-08,8.307168709146883e-08
hydro_viscosity,explicit,256,-2.87109375,8.411855731136977e-08,8.411855731136977e-08,8.412047944638295e-08
